Stock Number,Name,Brand,Collection,Department,Item Type,Styles,Gender,Materials,Description,Image 1,Details,Availability,Price Notes,Price,Width,Fit,Settings,Total Carat Weight,xItem Sub Type
"RG12531KDMP","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","22RD=.06 1MP=.42 14KR","https://bassalijewelry.com/images/items/RG12531KDMP.jpg","","1","","600","","","","","Centerstone"
"RG12531WDBA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","22RD=.06 1BA=.42 14KW","https://bassalijewelry.com/images/items/RG12531WDBA.jpg","","1","","600","","","","","Centerstone"
"RG12535WDE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","17RD=.17 3RD/EMER E=.14 14KW","https://bassalijewelry.com/images/items/RG12535WDE.jpg","","1","","960","","","","","Band"
"RG12539WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","4RD=.16 10BG=.16 14KW","https://bassalijewelry.com/images/items/RG12539WD.jpg","","1","","1560","","","","","Band"
"RG12542DR","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","12RD=.05 2RU=.39 14KY","https://bassalijewelry.com/images/items/RG12542DR.jpg","","1","","840","","","","","Fashion"
"RG12542KDPS","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","12RD=.05 2PS=.47 14KR","https://bassalijewelry.com/images/items/RG12542KDPS.jpg","","1","","750","","","","","Fashion"
"RG12542WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","12RD=.05 2SA=.60 14KW","https://bassalijewelry.com/images/items/RG12542WDS.jpg","","1","","780","","","","","Fashion"
"RG12543KDPS","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","12RD=.05 2PS=.45 14KR","https://bassalijewelry.com/images/items/RG12543KDPS.jpg","","2","","750","","","","","Fashion"
"RG12543WDR","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","12RD=.05 2RU=.41 14KW","https://bassalijewelry.com/images/items/RG12543WDR.jpg","","1","","840","","","","","Fashion"
"RG12543WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","12RD=.05 2SA=.61 14KW","https://bassalijewelry.com/images/items/RG12543WDS.jpg","","1","","780","","","","","Fashion"
"RG12571D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","20RD=.13 14KY","https://bassalijewelry.com/images/items/RG12571D.jpg","","1","","1200","","","","","Band"
"RG12571KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","20RD=.13 14KR","https://bassalijewelry.com/images/items/RG12571KD.jpg","","1","","1200","","","","","Band"
"RG12571WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","20RD=.13 14KW","https://bassalijewelry.com/images/items/RG12571WD.jpg","","1","","1200","","","","","Band"
"RG12573WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","67RD=.91 18KW","https://bassalijewelry.com/images/items/RG12573WD.jpg","","1","","4350","","","","","Fashion"
"RG12574ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","21RD=.32 14KRW","https://bassalijewelry.com/images/items/RG12574ZD.jpg","","1","","1740","","","","","Fashion"
"RG12576WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","45RD=1.39 18KW","https://bassalijewelry.com/images/items/RG12576WD.jpg","","1","","5940","","","","","Band"
"RG12577XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","22RD=.34 14KWY","https://bassalijewelry.com/images/items/RG12577XD.jpg","","1","","1800","","","","","Fashion"
"RG12578ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","15RD=.53 14KWR","https://bassalijewelry.com/images/items/RG12578ZD.jpg","","1","","2340","","","","","Fashion"
"RG12579XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","15RD=.33 14KWY","https://bassalijewelry.com/images/items/RG12579XD.jpg","","1","","2220","","","","","Fashion"
"RG12580KD","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","74RD=.99 18KR","https://bassalijewelry.com/images/items/RG12580KD.jpg","","1","","4650","","","","","Fashion"
"RG12581WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","111RD=1.33 18KW","https://bassalijewelry.com/images/items/RG12581WD.jpg","","1","","6840","","","","","Fashion"
"RG12584WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","96RD=2.02 18KW","https://bassalijewelry.com/images/items/RG12584WD.jpg","","1","","9750","","","","","Band"
"ER3597WDY","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","6RD=.20 2RD/YSAP YS=.80","https://bassalijewelry.com/images/items/ER3597WDY.jpg","","1","","600","","","","","Dangle"
"RG12590WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","36RD=.20 1EC/SAPH S=.49 14KW","https://bassalijewelry.com/images/items/RG12590WDS.jpg","","1","","1860","","","","","Centerstone"
"RG12596D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","24RD=.09 14KY","https://bassalijewelry.com/images/items/RG12596D.jpg","","1","","690","","","","","Band"
"RG12596WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","24RD=.09 14KW","https://bassalijewelry.com/images/items/RG12596WD.jpg","","1","","690","","","","","Band"
"RG12475WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","84RD=.25 7RD/SAPH S=.71 14KW","https://bassalijewelry.com/images/items/RG12475WDS.jpg","","1","","1740","","","","","Band"
"RG12596KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","24RD=.09 14KR","https://bassalijewelry.com/images/items/RG12596KD.jpg","","1","","690","","","","","Band"
"ER4060DA","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD=.10 2PS/AMET A=.90","https://bassalijewelry.com/images/items/ER4060DA.jpg","","1","","600","","","","","Dangle"
"ER4060DB","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD DI 2PS BTOP  D=.10 BT=.90","https://bassalijewelry.com/images/items/ER4060DB.jpg","","1","","600","","","","","Dangle"
"ER4060DG","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD=.10 2PS/GARN G=1.10","https://bassalijewelry.com/images/items/ER4060DG.jpg","","1","","900","","","","","Dangle"
"ER4060DS","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD=.15 2PS/SAPH S=1.10","https://bassalijewelry.com/images/items/ER4060DS.jpg","","1","","1050","","","","","Dangle"
"ER4061DV","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","10RD=.25 2TR/TSAV TV=.65","https://bassalijewelry.com/images/items/ER4061DV.jpg","","1","","1050","","","","","Studs"
"ER4061WDV","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","10RD DI 2TR TSAV D=.25 TV=.65","https://bassalijewelry.com/images/items/ER4061WDV.jpg","","1","","780","","","","","Studs"
"ER4068/D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","2RD=.18 14K","https://bassalijewelry.com/images/items/ER4068D.jpg","","1","","1200","","","","","Hoops"
"ER12350KDLB","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","82RD=.29 2LBT=4.40 14KR","https://bassalijewelry.com/images/items/ER12350KDLB.jpg","","1","","2700","","","","","Dangle"
"ER12352DWQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","68RD=.33 2WQ=4.25 14KY","https://bassalijewelry.com/images/items/ER12352DWQ.jpg","","3","","2250","","","","","Dangle"
"ER12352WDO","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","68RD=.33 2ON=4.46 14KW","https://bassalijewelry.com/images/items/ER12352WDO.jpg","","1","","2250","","","","","Dangle"
"ER12353DWQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","116RD=.46 4WQ=5.56 14KY","https://bassalijewelry.com/images/items/ER12353DWQ.jpg","","1","","3000","","","","","Dangle"
"ER12385D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","52RD=.17 14KY","https://bassalijewelry.com/images/items/ER12385D.jpg","","1","","900","","","","","Hoops"
"ER12385WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","52RD=.17 14KW","https://bassalijewelry.com/images/items/ER12385WD.jpg","","1","","900","","","","","Hoops"
"ER12389DMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","40RD=.09 2MP=.07 14KY","https://bassalijewelry.com/images/items/ER12389DMP.jpg","","1","","780","","","","","Studs"
"ER12389KDTQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","40RD=.09 2TQ=.07 14KR","https://bassalijewelry.com/images/items/ER12389KDTQ.jpg","","1","","780","","","","","Studs"
"ER12389WDBA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.09 2BA=.07 14KW","https://bassalijewelry.com/images/items/ER12389WDBA.jpg","","1","","780","","","","","Studs"
"ER12389WDLP","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.09 2LP=.06 14KW","https://bassalijewelry.com/images/items/ER12389WDLP.jpg","","1","","780","","","","","Studs"
"ER12393D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","38RD=.64 14KY","https://bassalijewelry.com/images/items/ER12393D.jpg","","2","","2310","","","","","Hoops"
"ER12393WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","38RD=.64 14KW","https://bassalijewelry.com/images/items/ER12393WD.jpg","","2","","2310","","","","","Hoops"
"ER12404WDE","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","24RD=.09 4BG/EMER E=.37 14KW","https://bassalijewelry.com/images/items/ER12404WDE.jpg","","1","","1050","","","","","Studs"
"ER12404WDS","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","24RD=.09 4BG/SAPH S=.37 14KW","https://bassalijewelry.com/images/items/ER12404WDS.jpg","","2","","960","","","","","Studs"
"ER12447WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","44RD=.36 14KW","https://bassalijewelry.com/images/items/ER12447WD.jpg","","1","","1530","","","","","Dangle"
"ER12448WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","36RD=.73 14KW","https://bassalijewelry.com/images/items/ER12448WD.jpg","","1","","2580","","","","","Studs"
"ER12450D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","26RD=.23 14KY","https://bassalijewelry.com/images/items/ER12450D.jpg","","1","","960","","","","","Studs"
"ER12450KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","26RD=.23 14KR","https://bassalijewelry.com/images/items/ER12450KD.jpg","","1","","960","","","","","Studs"
"ER12453WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","50RD=.20 14KW","https://bassalijewelry.com/images/items/ER12453WD.jpg","","1","","1020","","","","","Hoops"
"ER12454D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","26RD=.15 14KY","https://bassalijewelry.com/images/items/ER12454D.jpg","","1","","930","","","","","Hoops"
"ER12454WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","26RD=.15 14KW","https://bassalijewelry.com/images/items/ER12454WD.jpg","","1","","930","","","","","Hoops"
"ER12456KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","48RD=.17 14KR","https://bassalijewelry.com/images/items/ER12456KD.jpg","","1","","960","","","","","Hoops"
"RG12683D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","6RD=.06 14KY","https://bassalijewelry.com/images/items/RG12683D.jpg","","1","","900","","","","","Band"
"RG12683KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","6RD=.06 14KR","https://bassalijewelry.com/images/items/RG12683KD.jpg","","1","","900","","","","","Band"
"RG12683WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","6RD=.06 14KW","https://bassalijewelry.com/images/items/RG12683WD.jpg","","1","","900","","","","","Band"
"RG12684D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","12RD=.08 14KY","https://bassalijewelry.com/images/items/RG12684D.jpg","","1","","2400","","","","","Band"
"RG12689DMP","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","28RD=.06 1MP=.31 14KY","https://bassalijewelry.com/images/items/RG12689DMP.jpg","","2","","660","","","","","Fashion"
"RG12689KDTU","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","28RD=.06 1TQ=.22 14KR","https://bassalijewelry.com/images/items/RG12689KDTU.jpg","","1","","660","","","","","Fashion"
"RG12689WDBA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","28RD=.06 1BA=.24 14KW","https://bassalijewelry.com/images/items/RG12689WDBA.jpg","","2","","660","","","","","Fashion"
"ER4194DV","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","8RD DI 2OV TSAV  D=.16 TV=1.10","https://bassalijewelry.com/images/items/ER4194DV.jpg","","1","","1020","","","","","Hoops"
"RG12689WDLP","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","28RD=.06 1LP=.30 14KW","https://bassalijewelry.com/images/items/RG12689WDLP.jpg","","1","","660","","","","","Fashion"
"RG12704D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","21RD=.16 14KY","https://bassalijewelry.com/images/items/RG12704D.jpg","","1","","990","","","","","Fashion"
"RG12704WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","21RD=.16 14KW","https://bassalijewelry.com/images/items/RG12704WD.jpg","","1","","990","","","","","Fashion"
"RG12705D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","11RD=.02 14KY","https://bassalijewelry.com/images/items/RG12705D.jpg","","1","","390","","","","","Fashion"
"RG12705KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","11RD=.02 14KR","https://bassalijewelry.com/images/items/RG12705KD.jpg","","1","","390","","","","","Fashion"
"ER12458WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","24RD=.20 14KW","https://bassalijewelry.com/images/items/ER12458WD.jpg","","1","","870","","","","","Studs"
"ER12459KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","22RD=.13 14KR","https://bassalijewelry.com/images/items/ER12459KD.jpg","","1","","660","","","","","Studs"
"ER12459WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","22RD=.13 14KW","https://bassalijewelry.com/images/items/ER12459WD.jpg","","2","","660","","","","","Studs"
"ER12460WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","56RD=.15 12BG=.18 14KW","https://bassalijewelry.com/images/items/ER12460WD.jpg","","1","","1560","","","","","Hoops"
"ER12462D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD=.08 14KY","https://bassalijewelry.com/images/items/ER12462D.jpg","","1","","600","","","","","Hoops"
"ER12462KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","6RD=.08 14KR","https://bassalijewelry.com/images/items/ER12462KD.jpg","","1","","600","","","","","Hoops"
"ER12463WDE","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","16RD=.05 4RD/EMER E=.16 14KW","https://bassalijewelry.com/images/items/ER12463WDE.jpg","","2","","780","","","","","Hoops"
"ER12465WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","34RD=.11 14KW","https://bassalijewelry.com/images/items/ER12465WD.jpg","","3","","690","","","","","Studs"
"ER12468KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","18RD=.06 14KR","https://bassalijewelry.com/images/items/ER12468KD.jpg","","1","","450","","","","","Studs"
"ER12526KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","36RD=.09 14KR","https://bassalijewelry.com/images/items/ER12526KD.jpg","","1","","750","","","","","Hoops"
"ER12527WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","14RD=.30 14KW","https://bassalijewelry.com/images/items/ER12527WD.jpg","","1","","1290","","","","","Hoops"
"ER12528WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.39 14KW","https://bassalijewelry.com/images/items/ER12528WD.jpg","","1","","1800","","","","","Hoops"
"ER12529WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","24RD=.06 14KW","https://bassalijewelry.com/images/items/ER12529WD.jpg","","1","","450","","","","","Hoops"
"ER12545WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","80RD=.29 14KW","https://bassalijewelry.com/images/items/ER12545WD.jpg","","1","","1170","","","","","Dangle"
"ER12546WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","80RD=.29 14KW","https://bassalijewelry.com/images/items/ER12546WD.jpg","","1","","1140","","","","","Dangle"
"ER12547WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","78RD=.29 14KW","https://bassalijewelry.com/images/items/ER12547WD.jpg","","1","","1140","","","","","Dangle"
"ER12548D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","80RD=.28 14KY","https://bassalijewelry.com/images/items/ER12548D.jpg","","1","","1140","","","","","Dangle"
"ER12550WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","118RD=.38 14KW","https://bassalijewelry.com/images/items/ER12550WD.jpg","","1","","1440","","","","","Dangle"
"ER12551D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","112RD=.37 14KY","https://bassalijewelry.com/images/items/ER12551D.jpg","","2","","1440","","","","","Dangle"
"ER12552WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","122RD=.40 14KW","https://bassalijewelry.com/images/items/ER12552WD.jpg","","1","","1500","","","","","Dangle"
"ER12553WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","144RD=.44 14KW","https://bassalijewelry.com/images/items/ER12553WD.jpg","","1","","1650","","","","","Dangle"
"ER12555WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","122RD=.37 14KW","https://bassalijewelry.com/images/items/ER12555WD.jpg","","1","","1440","","","","","Dangle"
"ER12557D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","80RD=.28 14KY","https://bassalijewelry.com/images/items/ER12557D.jpg","","1","","1170","","","","","Dangle"
"ER12558KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","16RD=.05 14KR","https://bassalijewelry.com/images/items/ER12558KD.jpg","","1","","300","","","","","Studs"
"RG12705WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","11RD=.02 14KW","https://bassalijewelry.com/images/items/RG12705WD.jpg","","1","","390","","","","","Fashion"
"ER8790WDS","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","76RD=.32 20PC/SAPH S=.77 14K","https://bassalijewelry.com/images/items/ER8790WDS.jpg","","1","","2400","","","","","Hoops"
"ER8905DCH","","Bassali Jewelry","","Fashion","Earring","","M","18K Yellow Gold","26RD DI 32RD CHDI D=.11 CH=.42","https://bassalijewelry.com/images/items/ER8905DCH.jpg","","1","","2850","","","","","Hoops"
"ER8907KDRQ2","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","110RD=.34 4AS/RQTZ RQ=54.90","https://bassalijewelry.com/images/items/ER8907KDRQ2.jpg","","1","","3600","","","","","Dangle"
"ER12559WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","28RD=.07 14KW","https://bassalijewelry.com/images/items/ER12559WD.jpg","","1","","420","","","","","Studs"
"ER12565D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","174RD=.36 14KY","https://bassalijewelry.com/images/items/ER12565D.jpg","","1","","1590","","","","","Dangle"
"ER12587WD","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","18RD=.34 18KW","https://bassalijewelry.com/images/items/ER12587WD.jpg","","1","","1650","","","","","Studs"
"ER12589XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","26RD=.40 14KYW","https://bassalijewelry.com/images/items/ER12589XD.jpg","","1","","2160","","","","","Hoops"
"ER12589ZD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","26RD=.40 14KRW","https://bassalijewelry.com/images/items/ER12589ZD.jpg","","1","","2160","","","","","Hoops"
"ER12594XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","218RD=.58 14KWY","https://bassalijewelry.com/images/items/ER12594XD.jpg","","1","","2700","","","","","Dangle"
"ER12595D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","40RD=.15 14KY","https://bassalijewelry.com/images/items/ER12595D.jpg","","2","","1020","","","","","Hoops"
"ER12595KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","40RD=.15 14KR","https://bassalijewelry.com/images/items/ER12595KD.jpg","","1","","1020","","","","","Hoops"
"ER12595WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.15 14KW","https://bassalijewelry.com/images/items/ER12595WD.jpg","","1","","1020","","","","","Hoops"
"ER12600D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","18RD=.09 14KY","https://bassalijewelry.com/images/items/ER12600D.jpg","","2","","600","","","","","Dangle"
"ER12600KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","18RD=.09 14KR","https://bassalijewelry.com/images/items/ER12600KD.jpg","","4","","600","","","","","Dangle"
"ER12600WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","18RD=.09 14KW","https://bassalijewelry.com/images/items/ER12600WD.jpg","","4","","600","","","","","Dangle"
"ER12606XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","42RD=.30 14KYW","https://bassalijewelry.com/images/items/ER12606XD.jpg","","1","","2040","","","","","Dangle"
"ER12607XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","48RD=.34 14KYW","https://bassalijewelry.com/images/items/ER12607XD.jpg","","1","","2220","","","","","Dangle"
"ER12608D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","12RD=.09 14KY","https://bassalijewelry.com/images/items/ER12608D.jpg","","2","","720","","","","","Studs"
"ER12608KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","12RD=.09 14KR","https://bassalijewelry.com/images/items/ER12608KD.jpg","","1","","720","","","","","Studs"
"ER12611XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","72RD=.37 14KYW","https://bassalijewelry.com/images/items/ER12611XD.jpg","","1","","2460","","","","","Dangle"
"ER12611ZD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","72RD=.37 14KRW","https://bassalijewelry.com/images/items/ER12611ZD.jpg","","1","","2490","","","","","Dangle"
"ER12627ZD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","148RD=.53 14KWR","https://bassalijewelry.com/images/items/ER12627ZD.jpg","","1","","2580","","","","","Studs"
"ER12633KDR","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","14RD=.12 22RD/RUBY R=.31 14KR","https://bassalijewelry.com/images/items/ER12633KDR.jpg","","1","","1410","","","","","Hoops"
"ER12638DR","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","8RD=.12 24RD/RUBY R=.33 14KY","https://bassalijewelry.com/images/items/ER12638DR.jpg","","1","","1260","","","","","Dangle"
"ER12665D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","16RD=.12 14KY","https://bassalijewelry.com/images/items/ER12665D.jpg","","1","","1830","","","","","Hoops"
"ER12667KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","18RD=.18 14KR","https://bassalijewelry.com/images/items/ER12667KD.jpg","","1","","1140","","","","","Studs"
"ER12673D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","24RD=.12 14KY","https://bassalijewelry.com/images/items/ER12673D.jpg","","1","","2550","","","","","Hoops"
"ER12675D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","32RD=.32 14KY","https://bassalijewelry.com/images/items/ER12675D.jpg","","1","","3600","","","","","Hoops"
"ER12688D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","14RD=.14 14KY","https://bassalijewelry.com/images/items/ER12688D.jpg","","1","","2460","","","","","Hoops"
"ER12700DTU","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","52RD=.15 2TQ=.29 14KY","https://bassalijewelry.com/images/items/ER12700DTU.jpg","","1","","960","","","","","Dangle"
"ER12700KDTU","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","52RD=.15 2TQ=.29 14KR","https://bassalijewelry.com/images/items/ER12700KDTU.jpg","","1","","930","","","","","Dangle"
"ER12701D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","64RD=.19 14KY","https://bassalijewelry.com/images/items/ER12701D.jpg","","1","","1020","","","","","Hoops"
"ER12701WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","64RD=.19 14KW","https://bassalijewelry.com/images/items/ER12701WD.jpg","","1","","1020","","","","","Hoops"
"ER12702DBA","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","52RD=.12 2BAGT=.46 14KY","https://bassalijewelry.com/images/items/ER12702DBA.jpg","","1","","900","","","","","Studs"
"ER12702DLP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","52RD=.12 2LP=.58 14KY","https://bassalijewelry.com/images/items/ER12702DLP.jpg","","1","","840","","","","","Studs"
"ER12702DMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","52RD=.12 2MP=.54 14KY","https://bassalijewelry.com/images/items/ER12702DMP.jpg","","1","","870","","","","","Studs"
"ER8933DSQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","24RD=.06 2SC/SMQT SQ=12.70 14K","https://bassalijewelry.com/images/items/ER8933DSQ.jpg","","1","","1200","","","","","Dangle"
"ER4519D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","18RD=.20","https://bassalijewelry.com/images/items/ER4519D.jpg","","2","","780","","","","","Hoops"
"ER4520KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","24RD=.25 14KR","https://bassalijewelry.com/images/items/ER4520KD.jpg","","1","","1050","","","","","Hoops"
"RG12617D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","28RD=.26 14KY","https://bassalijewelry.com/images/items/RG12617D.jpg","","1","","1740","","","","","Band"
"ER12702KDMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","52RD=.12 2MP=.54 14KR","https://bassalijewelry.com/images/items/ER12702KDMP.jpg","","1","","870","","","","","Studs"
"ER12702KDTQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","52RD=.12 2TQ=.46 14KR","https://bassalijewelry.com/images/items/ER12702KDTQ.jpg","","1","","900","","","","","Studs"
"ER12702WDBA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","52RD=.12 2BAGT=.46 14KW","https://bassalijewelry.com/images/items/ER12702WDBA.jpg","","1","","900","","","","","Studs"
"ER12702WDLP","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","52RD=.12 2LP=.58 14KW","https://bassalijewelry.com/images/items/ER12702WDLP.jpg","","2","","990","","","","","Studs"
"ER12703DBA","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","30RD=.07 2BAGT=.28 14KY","https://bassalijewelry.com/images/items/ER12703DBA.jpg","","1","","660","","","","","Studs"
